Data Upload? (Initial),Processed By,Date Planted,Planter Type,Collection Site,Collection Date,Species,Tag ID,Condition,Mass (g),Width (mm),total length (cm),plumule length (cm),hypocotyl length (cm),Hypocotyl Color,Roots (Y/N),Float (Y/N),NOTES,"Part of Something       (C=Community Event, N=nothing, E=experiment, MIC=mangroves in the classroom or storm strong plant)",Plant Name
MEA,DA,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-453,H,12.69,1.05,23.2,1.2,22,G,Y,,,MIC,BaBa Man
LG,AP,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-468,H,14.8,1.24,21.5,1.2,20.3,G,N,,,MIC,LilStaticha
LG,AR,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-472,H,13.5,1.21,20.9,1.4,19.5,G,N,,,MIC,Bobby
LG,KG,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-465,H,12,1.14,19.9,1.7,18.2,G,Y,,,MIC,Versace
LG,NS,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-469,H,19.1,1.42,22.9,1.9,21,G,N,,,MIC,Kashout Jan
LG,AP,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-467,H,16.5,1.31,20.5,1.5,19,G,Y,,,MIC,Den
LG,AR,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-471,H,14.2,1.24,22,1.1,20.9,G,Y,,,MIC,X
LG,KG,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-466,H,15.6,1.27,21.5,0.3,21.2,G,N,,,MIC,Buzberry
LG,NS,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-470,H,11.4,1.14,21,1,20,G,Y,,,MIC,Snoopdog
LG,AJ,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-482,H,14.9,1.22,23,1.3,21.7,G,Y,,,MIC,Sweet
LG,AJ,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-483,H,24.8,1.41,26.7,1.9,24.8,G,Y,,,MIC,Spice
MEA,FB,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-451,H,18.84,1.32,24,1.2,22.8,G,N,,,MIC,Roulin
LG,AJ,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-459,H,16.09,1.27,22.8,1.3,21.5,G,N,,,MIC,Yoshi
LG,AJ,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-458,H,18.54,1.32,23,2.5,20.5,G,Y,,,MIC,Toad
LG,JT,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-463,H,14.78,1.27,23.3,2.8,20.5,G,Y,,,MIC,Lil Banks
LG,JT,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-464,H,20.42,1.28,26.4,1.4,25,G,Y,,,MIC,YSH
LG,KB,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-462,H,21.1,1.45,24.5,1.7,22.8,G,Y,,,MIC,Tring
LG,KB,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-461,H,19.19,1.38,24.6,2.1,22.5,G,Y,,,MIC,Pummel
LG,AM,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-457,H,19.35,1.36,25.1,2.6,22.5,G,Y,,,MIC,Klaus
LG,AM,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-456,H,19.21,1.24,22.7,1.2,21.5,G,N,,,MIC,Damon
LG,MJ,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-481,H,18.27,1.35,23.8,2.3,21.5,G,Y,,,MIC,Pankty
LG,MJ,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-460,H,16.23,1.29,21.6,0.6,21,G,N,,,MIC,Ivy
MEA,KC,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-407,H,21,1.23,25.5,2,23.5,G,Y,,,MIC,Ed
MEA,KC,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-406,H,13.6,1.01,23,2,21,G,Y,,,MIC,Eddie
MEA,GE,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-410,H,20.8,1.21,25,1.5,23.5,G,Y,,,MIC,Ms. Callwood
MEA,GE,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-411,H,27,1.23,32,1,31,G,Y,,,MIC,Tyrone
MEA,AH,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-402,H,12.9,1.01,25,1.5,23.5,G,Y,,,MIC,A'Zaiah
MEA,AH,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-403,H,16,1.1,26,2,24,G,Y,,,MIC,A'aliyah
MEA,RC,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-405,H,23,1.3,30,1.5,28.5,G,Y,,,MIC,VerNele
MEA,RC,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-404,H,25.8,1.28,26.5,1.5,25,G,Y,,,MIC,Vernon
MEA,JS,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-409,H,14.7,1.2,23,1,22,B,Y,,DUPLICATE TAG-ID,MIC,YSL-Jaeden
MEA,JS,28/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-409,H,19.9,1,24,1,23,G,N,,DUPLICATE TAG-ID,MIC,J the 2nd
ET,KE,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-498,H,13.41,1.21,18,1.4,16.6,G,Y,,,MIC,Lil Red
ET,KE,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-499,H,18.58,1.29,25.8,1.1,24.7,G,Y,,,MIC,Ruby
ET,RB,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-500,H,12.63,1.17,18.5,1.3,17.2,G,N,,,MIC,Jack
ET,RB,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-501,H,12.39,1.21,19.2,1.6,17.6,G,N,,DUPLICATE TAG-ID,MIC,Jill
ET,LR,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-492,H,11.8,1.15,20,2.3,17.7,G,Y,,,MIC,Stcce
ET,LR,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-493,H,10.88,1.05,21.2,5.1,16.1,G,N,,,MIC,Lucy
ET,RF,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-494,H,11.09,1.15,17.5,0.9,16.6,G,N,,,MIC,Dora
ET,RF,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-495,H,12.41,1.32,17.6,1.9,15.7,G,Y,,,MIC,Boots
ET,KR,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-497,H,14.08,1.25,19.2,1,18.2,G,N,,,MIC,Emerald
ET,KR,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-496,H,9.89,1.24,16.6,1.3,15.3,G,N,,,MIC,Verdant
ET,KM,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-484,H,12.24,1.12,18.1,1.2,16.9,G,Y,,,MIC,TJ
ET,KM,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-485,H,14.9,1.25,20.2,1.4,18.8,G,Y,,,MIC,Tiny
ET,CW,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-490,H,20.19,1.31,25.6,1.4,24.2,G,N,,,MIC,Syncere
ET,CW,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-491,H,24.28,1.35,30.2,1.2,29,G,N,,,MIC,Serenity
ET,JC,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-488,H,13.6,1.21,19,2.5,16.5,G,Y,,,MIC,Journey
ET,JC,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-489,H,11.53,1.12,17.5,1,16.5,G,N,,,MIC,Jay
ET,EF,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-487,H,19.62,1.27,26.7,3.7,23,G,Y,,,MIC,Papo
ET,EF,29/09/2023,CC,Preserverance,15/09/2023,RHMA,E2-486,H,14.45,1.11,23,3.5,19.5,G,Y,,,MIC,Pewi
NF,JA,24/11/2023,CC,Preserverance,20/09/2023,RHMA,E2-301,H,9.87,1.11,15.7,1.2,14.5,G,N,,,MIC,Jake
NF,JA,24/11/2023,CC,Preserverance,20/09/2023,RHMA,E2-300,H,11.03,1.06,17.5,1.2,16.3,G,N,,,MIC,Max
NF,JE,24/11/2023,CC,Preserverance,20/09/2023,RHMA,E2-309,H,19.59,1.28,24,1.5,22.5,G,N,,,MIC,My twin
NF,JE,24/11/2023,CC,Preserverance,20/09/2023,RHMA,E2-308,H,19.64,1.3,24.5,1.5,23,G,N,,,MIC,
NF,KN,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-306,H,16.17,1.08,30,2,28,G,N,,,MIC,milly bobby bown
NF,KN,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-307,H,15.5,1.24,23,0.3,22.7,G,N,,,MIC,ariana grande
NF,EL,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-304,H,20.41,1.24,27,1.5,25.5,G,N,,,MIC,eli
NF,EL,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-305,H,19.46,1.21,25.3,1.3,24,G,N,,,MIC,disa
NF,DE,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-302,H,24.8,1.32,31,1.8,29.2,G,N,,,MIC,DK
NF,DE,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-303,H,12.04,0.85,22.8,1.1,21.7,G,N,,,MIC,Mica
NF,JO,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-313,H,22.08,1.15,37.1,1.3,35.8,G,N,,,MIC,yadiel
NF,JO,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-312,H,13.28,1.98,21.8,1.3,20.5,G,N,,,MIC,lamelaza
NF,IS,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-317,H,25,1.41,32.3,1.8,30.5,G,N,,,MIC,Nayelie
NF,IS,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-316,H,21.19,1.35,28.5,1.3,27.2,G,N,,,MIC,julia
NF,KA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-314,H,25.1,1.2,29,1,28,G,N,,,MIC,lia
NF,KA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-315,H,13.55,1.2.5,20.5,1.3,19.2,G,N,,,MIC,lian
NF,RA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-320,H,16,1.2,23,0.5,22.5,G,N,,,MIC,raman376
NF,RA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-321,H,12.47,0.9.8,20,1.5,18.5,G,N,,,MIC,reand
NF,GE,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-319,H,21.89,1.4.1,25,1,24,G,N,,,MIC,yadiel
NF,GE,24/11/2023,CC,Preserverance,20/09/2023,RHMA,E2-318,H,21.33,1.2.8,35,2,33,G,N,,,MIC,yariel
NF,TA,24/11/2023,CC,Preserverance,20/09/2023,RHMA,E2-322,H,44.53,1.2,20.2,1,19.2,G,N,,,MIC,govrnor
NF,TA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-323,H,14.7,1.2.2,20.5,1.2,19.3,G,N,,,MIC,govormlet
NF,KE,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-324,H,21.03,1.3,25,0.8,24.2,G,N,,,MIC,lord
NF,KE,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-325,H,19.79,1.3.5,26.5,1.3,25.2,G,N,,,MIC,ford
NF,GA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-330,H,16.95,1.1.7,20.5,1.5,19,G,N,,,MIC,ramen
NF,GA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-331,H,17.79,1.1,26.1,1.1,25,G,N,,,MIC,noodles
NF,DA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-291,H,25.46,1.23,41.5,1.3,40.2,G,N,,,MIC,MJ
NF,DA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-290,H,25.97,1.28,35.7,2,33.7,G,Y,,,MIC,monkey
NF,DE,Nov-23,CC,Preserverance,20/09/2023,RHMA,E2-293,H,19.28,1.32,24.6,0.6,24,G,N,,,MIC,diggs
NF,DE,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-292,H,24.58,1.32,29,2.3,26.7,G,Y,,,MIC,jay
NF,BI,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-311,H,27.23,1.41,28,2,26,G,N,,,MIC,lean
NF,BI,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-310,H,11.63,1.15,18.5,1.2,17.3,G,N,,,MIC,lian
NF,DEB,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-294,H,28,1.3,37,1,36,B,N,,,MIC,dickinson
NF,DEB,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-295,H,24.81,1.4,32,1,31,G,N,,,MIC,thinal
NF,SM,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-297,H,21.9,1.27,29.5,0.9,28.6,G,N,,,MIC,miley
NF,SM,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-296,H,15.03,1.3,20.5,0.5,20,G,N,,,MIC,unique
NF,MA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-299,H,23,1.28,36.5,0.5,36,G,N,,,MIC,smokey
NF,MA,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-298,H,22.24,1.37,27,1,26,G,Y,,,MIC,zigy
NF,JH,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-328,H,18.75,1.22,29,1,28,G,N,,,MIC,skinny joe
NF,JH,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-329,H,24.19,1.54,24.5,2.3,22.19,G,N,,,MIC,negro
NF,MAR,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-327,H,17.58,1.23,32,1.8,30.2,G,N,,,MIC,jake
NF,MAR,11/24/23,CC,Preserverance,20/09/2023,RHMA,E2-326,H,24.36,1.48,28,1.2,26.8,G,N,,,MIC,jack
NF,RK,11/24/23,CC,Preserverance,19/09/2002,RHMA,E2-272,H,16.81,1.2.2,24.5,1.5,23,G,N,,,MIC,maduro
NF,Ta,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-274,H,10,1,19.5,1,18.5,G,Y,,,MIC,An'dah
NF,JE,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-271,H,26.73,1.3.7,34,2,32,G,Y,,,MIC,Peter
NF,Al,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-276,H,34.54,1.4,40,1.5,38.5,G,N,,,MIC,Lai'la
NF,Al,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-277,H,23.13,1.2,31,0,31,G,Y,,,MIC,Liya
NF,RK,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-273,H,21.58,1.32,29.5,2,27.5,G,N,,,MIC,Maduro
NF,JE,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-270,H,26.88,1.4,34,1.9,32.1,G,Y,,,MIC,Steve
NF,JA,11/24/23/,CC,Preserverance,9//19/23,RHMA,E2-275,H,9.96,0.9.6,21,1,20,G,N,,,MIC,Ma'kaylin
NF,Staff,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-286,H,22.76,1.31,32,1.5,30.5,G,N,,,MIC,
NF,Staff,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-287,H,11.3,1.15,20.5,1.5,19,G,N,,,MIC,
NF,Staff,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-288,H,15.75,1.22,25,1,24,G,N,,,MIC,
NF,Staff,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-289,H,17.03,1.25,25,1.7,23.3,G,N,,,MIC,
NF,LS,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-279,H,11.72,1.2,19.5,0.8,18.7,G,N,,,MIC,Yayho
NF,LS,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-278,H,19.61,1.47,26,1.3,24.7,G,N,,,MIC,Kiolj
NF,EL,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-280,H,27.97,1.48,32,1.2,30.8,G,N,,,MIC,Zorro Jr.
NF,EL,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-281,H,20.55,1.33,29.5,1.5,28,G,N,,,MIC,Laft
NF,Sy,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-260,H,25.38,1.09,33.3,4.3,29,G,N,,,MIC,Syraé
NF,Sy,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-261,H,25.1,1.08,29,2,27,G,N,,,MIC,Syraé
NF,Jo,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-262,H,28,1.37,41.2,9.7,31.5,G,N,,,MIC,Zega
NF,Jo,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-263,H,26.47,1.45,36,2,34,G,N,,,MIC,Zina
NF,Ma,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-264,H,16.76,1.28,23,0.5,22.5,G,N,,,MIC,Utm asai
NF,Ma,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-265,H,16.81,0.85,23.2,1.2,22,G,N,,,MIC,Joe
NF,Ma,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-282,H,25.66,1.43,32.5,1.3,31.2,G,N,,,MIC,Papa Jr
NF,Ma,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-283,H,14.1,1.14,27.5,1.2,26.3,G,N,,,MIC,Papa Jr2
NF,Ev,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-285,H,20.31,1.24,31.5,1.7,29.8,G,N,,,MIC,El big papi
NF,Ev,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-284,H,13.83,1.36,18.5,1.1,17.4,G,N,,,MIC,Menece
NF,Zi,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-268,H,22.17,1.15,35,1.5,33.5,G,Y,,,MIC,Lily
NF,Zi,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-269,H,22.36,1.09,28,0.5,27.5,G,N,,,MIC,Nene
NF,Cu,11/24/23,CC,Preserverance,9/19/23,RHMA,E2-266,H,32,1.28,43,2,41,G,Y,,,MIC,Rickoy
NF,Cu,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-267,H,22.9,1.32,39,4,35,G,N,,,MIC,Frdericks
NF,MM,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-524,H,19.25,1.4.5,26,1.4,24.6,B,N,,,MIC,Munoz
NF,FM,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-525,H,26.14,1.2,29.6,3.1,26.5,B,Y,,,MIC,Lolomelon
NF,AC,11/24/33,CC,Preserverance,10/20/23,RHMA,E2-526,H,28.6,1.3,32.4,1.8,30.6,B,Y,,,MIC,Muah
NF,JR,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-527,H,17.34,1.28,26.8,1.3,25.5,B,Y,,,MIC,Blizer
NF,JR,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-528,H,24.76,1.41,31.5,1.7,29.8,B,Y,,,MIC,John
NF,JS,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-529,H,28.25,1.19,32.5,1.5,31,B,Y,,,MIC,Blacks
NF,LG,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-517,H,21.54,1.31,28.7,1.6,27.1,B,Y,,,MIC,Lani
NF,AC,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-537,H,15.92,0.93,22,0.5,21.5,G,N,,,MIC,Emily
NF,UH,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-538,H,24.25,1.21,34.5,0.5,34,G,Y,,,MIC,James
NF,JM,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-540,H,17.46,1.31,26.5,0.5,26,G,N,,,MIC,Ian
NF,KG,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-534,H,16.41,1.19,24,0,24,G,N,,DUPLICATE TAG-ID,MIC,Isha
NF,ZB,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-542,H,17.75,1.31,24.5,1.5,23,G,N,,,MIC,Maria
NF,JL,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-541,H,16.79,94,25,1,24,G,N,,,MIC,Jamal
NF,KL,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-543,H,15.57,1.09,23,1,22,G,N,,,MIC,Grovey
NF,BM,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-533,H,19.35,1.25,26,3,23,G,Y,,,MIC,laylay dan ir
NF,SH,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-534,H,21.05,1.28,28,0.5,27.5,G,N,,DUPLICATE TAG-ID,MIC,cookie
NF,SJ,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-531,H,21.68,1.4,29,2,27,G,Y,,,MIC,grace
NF,LH,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-532,H,16.16,1.6,27,2,25,G,N,,,MIC,nena
NF,AP,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-535,H,24.95,1.5,29,1,28,G,Y,,,MIC,rex
NF,JJ,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-530,H,18.29,1.41,29.1,1.1,28,G,N,,,MIC,jj
NF,WB,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-536,H,18,1.42,27,2,25,G,N,,,MIC,walito
NF,SW,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-545,H,24.1,1.3,30,1.9,28.1,G,Y,,,MIC,worm
NF,KH,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-550,H,21.8,1.19,30,1,29,G,N,,,MIC,bella nay
NF,DC,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-544,H,18.42,1.23,27,0.5,26.5,G,N,,,MIC,kini
NF,DP,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-549,H,19,1.04,25.5,0.5,25,G,N,,,MIC,rex
NF,SL,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-548,H,18.22,1.3,29,0.5,28.5,G,N,,,MIC,srove
NF,PT,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-547,H,19.77,1.4,29.5,2,27.5,G,N,,,MIC,sweety
NF,NS,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-546,H,24.42,1.37,29,0.5,28.5,G,N,,DUPLICATE TAG-ID,MIC,tijuana
NF,BP,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-501,H,25.72,1.2,36,3.5,32.5,G,Y,,DUPLICATE,MIC,bad bunny
NF,BP,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-502,H,33.26,1.43,35.5,1,34.5,G,N,,,MIC,chicken
NF,JA,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-503,H,25.87,1.25,32.5,1.5,31,G,N,,,MIC,jeffrey
NF,JA,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-504,H,23.27,1.25,29,2,27,G,N,,,MIC,jebidiah
NF,MT,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-522,H,18.75,1.25,25,1.6,23.4,G,N,,,MIC,drake
NF,MT,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-523,H,24.92,1.38,29,2,27,G,Y,,,MIC,fish
NF,JO,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-518,H,22.08,9.5,27.5,1.5,26,G,N,,,MIC,Star light
NF,JA,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-509,H,23.5,9,32,2,30,G,Y,,,MIC,Black man
NF,Jos,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-510,H,22,1.3,27.5,2.5,25,G,N,,,MIC,White man
NF,JO,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-519,H,21.65,9.6,28.5,2.5,26,G,Y,,,MIC,Canva
NF,TY,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-515,H,24.82,1,30,1,29,G,Y,,,MIC,Howard
NF,TY,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-516,H,24.87,9,33,1,32,G,Y,,,MIC,Trap baby
NF,JE,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-511,H,21.09,1.14,28.1,1.3,26.8,G,Y,,Light type of green,MIC,Jenna Wenna
NF,SI,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-513,H,22.38,1.16,28.7,1.4,27.3,G,Y,,,MIC,Chicalica
NF,JE,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-512,H,29.88,1.31,34.6,1.6,33,G,Y,,Dark type of green,MIC,Jequana
NF,SI,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-514,H,33.18,1.27,39,2,37,G,Y,,,MIC,Adenna
NF,KE,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-506,H,26.77,1.04,32.3,1.9,30.4,G,Y,,,MIC,Chop
NF,KE,11/24/23,CC,Preserverance,10/20/23,RHMA,E2-505,H,27.49,1.04,29.1,1.6,27.5,G,Y,,,MIC,Stick
HH,Joel Johnson,13/02/2024,CC,PB,09/02/2024,RHMA,E2-553,H,18.15,12.2,29.6,2,27.6,G,Y,,,MIC,SLIME
HH,Dashe' Duncan,13/02/2024,CC,PB,09/02/2024,RHMA,E2-557,H,17.09,12.6,24.6,1.5,23.1,G,Y,,,MIC,CLOVER
HH,Sheniqua Spencer,13/02/2024,CC,PB,09/02/2024,RHMA,E2-555,H,14.41,12.6,20.8,1.3,19.5,G,Y,,,MIC,MARIO
HH,Elyssa Brewley,13/02/2024,CC,PB,09/02/2024,RHMA,E2-560,H,26.83,14.7,27.5,1.6,25.9,GB,Y,,,MIC,IAN!
HH,Joda Isles,13/02/2024,CC,PB,09/02/2024,RHMA,E2-552,H,8.14,10,18.1,2,16.1,G,Y,,,MIC,ERIC
HH,Joel Johnson,13/02/2024,CC,PB,09/02/2024,RHMA,E2-554,H,21.78,14.5,25.7,1.4,24.3,GB,Y,,,MIC,NACH
HH,Joda Isles,13/02/2024,CC,PB,09/02/2024,RHMA,E2-551,H,13.54,9.7,19.7,1.2,18.5,G,Y,,,MIC,SYLVIA
HH,Dashe's Duncan,13/02/2024,CC,PB,09/02/2024,RHMA,E2-558,H,14.53,11.6,23.9,1.1,22.8,G,Y,,,MIC,SOFIA
HH,Elyssa Brewley,13/02/2024,CC,PB,09/02/2024,RHMA,E2-559,H,24.61,14.3,26.8,1.4,25.4,G,Y,,,MIC,CHI-CHI MAMA
HH,Sheniqua Spencer,13/02/2024,CC,PB,09/02/2024,RHMA,E2-556,H,11.14,11.1,24.4,1.9,22.5,G,Y,,,MIC,LUIGI
HH,Ta'Keyia Richards,13/02/2024,CC,PB,09/02/2024,RHMA,E2-566,H,13.52,13.7,22,1.2,20.8,G,Y,,,MIC,NAHIMA
HH,Ta'Keyia Richards,13/02/2024,CC,PB,09/02/2024,RHMA,E2-565,H,12.81,9.5,25,1,24,G,Y,,,MIC,KYMORA
HH,Elianny Febres,13/02/2024,CC,PB,09/02/2024,RHMA,E2-568,H,22.2,15.1,33,6.5,26.5,G,Y,,TWO LEAVES,MIC,LILY
HH,Elianny Febres,13/02/2024,CC,PB,09/02/2024,RHMA,E2-567,H,26.25,14.2,34.5,1.5,33,G,Y,,,MIC,RICKY
HH,Nemaia Lebroin,13/02/2024,CC,PB,09/02/2024,RHMA,E2-561,H,17.01,13.9,22.5,1.5,21,G,Y,,,MIC,RODARIUS
HH,Nemaia Lebroin,13/02/2024,CC,PB,09/02/2024,RHMA,E2-562,H,13.89,13.2,23.5,1.5,22,G,N,,,MIC,EGG
HH,Asher Fox,13/02/2024,CC,PB,09/02/2024,RHMA,E2-570,H,14,12.5,21.9,2.4,19.5,G,Y,,,MIC,TOM
HH,Asher Fox,13/02/2024,CC,PB,09/02/2024,RHMA,E2-569,H,3.94,8.4,13.7,0.7,13,G,N,,,MIC,JERRY
HH,Dream Allen,13/02/2024,CC,PB,09/02/2024,RHMA,E2-564,H,26.85,14,32,0.9,31.1,G,Y,,,MIC,COOKIE
